date,district,source,value
2026-06-05 00:43:44,Mono Basin,Lee Vining Intake Above Flow,145.5
2026-06-05 00:43:44,Mono Basin,Lee Vining Intake Below Flow,90.4
2026-06-05 00:43:44,Mono Basin,Walker Ck. Above Conduit Flow,16.0
2026-06-05 00:43:44,Mono Basin,L.V. Conduit Below Intake Flow,39.7
2026-06-05 00:43:44,Mono Basin,Walker Ck. Under Conduit Flow,15.0
2026-06-05 00:43:44,Mono Basin,Parker Ck. Under Conduit Flow,36.0
2026-06-05 00:43:44,Mono Basin,Parker Ck. Above Conduit Flow,38.0
2026-06-05 00:43:44,Mono Basin,Grant Lk. Spill Flow,81.0
2026-06-05 00:43:44,Mono Basin,Mono Gate 1 Return Ditch Flow,83.2
2026-06-05 00:43:44,Mono Basin,Grant Lk. Outflow,145.6
2026-06-05 00:43:44,Mono Basin,Rush Ck. at Damsite Flow,209.3
2026-06-05 00:43:44,Mono Basin,Flow to West Portal,60.8
2026-06-05 00:43:44,Long Valley,East Portal Flow,77.0
2026-06-05 00:43:44,Long Valley,OR Below EP Flow,125.0
2026-06-05 00:43:44,Long Valley,Hot Ck.at Hwy. Flow,33.0
2026-06-05 00:43:44,Long Valley,McGee Ck. Lower Sta. Flow,35.6
2026-06-05 00:43:44,Long Valley,Long Valley Current Outflow,518.6
2026-06-05 00:43:44,Long Valley,Rock Ck. Div. Flow,1.9
2026-06-05 00:43:44,Long Valley,Upper Gorge Total Release,55.8
2026-06-05 00:43:44,Long Valley,Release at Middle Gorge,0.0
2026-06-05 00:43:44,Northern Owens Valley,Rock Ck. At Owens River (PV) Flow,99.0
2026-06-05 00:43:44,Northern Owens Valley,Pleasant Valley Outflow,414.1
2026-06-05 00:43:44,Northern Owens Valley,Baker Ck. At LA Station Flow,8.1
2026-06-05 00:43:44,Northern Owens Valley,Big Pine Ck. USGS Flow,74.6
2026-06-05 00:43:44,Northern Owens Valley,O.R. Below Big Pine,459.9
2026-06-05 00:43:44,Northern Owens Valley,Fish Springs At RR Flow,34.8
2026-06-05 00:43:44,Northern Owens Valley,Tinemaha Reservoir Outflow,426.0
2026-06-05 00:43:44,Northern Owens Valley,Bishop Creek Through Plant 6,123.4
2026-06-05 00:43:44,Northern Owens Valley,Bishop Creek Around Plant 6,17.2
2026-06-05 00:43:44,Southern Owens Valley,Tinemaha Reservoir Outflow,426.0
2026-06-05 00:43:44,Southern Owens Valley,Indep. Ck. At Junction Flow,27.9
2026-06-05 00:43:44,Southern Owens Valley,LAA at Alabama Flow,474.0
2026-06-05 00:43:44,Southern Owens Valley,Cottonwood Ck. At LAA Flow,30.0
2026-06-05 00:43:44,Southern Owens Valley,LAA at Cottonwood Flow,514.0
2026-06-05 00:43:44,Southern Owens Valley,Haiwee LAA #1 Current Flow,0.0
2026-06-05 00:43:44,Southern Owens Valley,Haiwee LAA #2 Current Flow,52.8
2026-06-05 00:43:44,Southern Owens Valley,Reinhackel Flow,2.2
2026-06-05 00:43:44,Southern Owens Valley,Lubkin Spillgate Outflow,27.4
2026-06-05 00:43:44,Southern Owens Valley,Cartago Spillgate Outflow,38.5
2026-06-05 00:43:44,Southern Owens Valley,Lone Pine Creek Flow,31.1
2026-06-05 00:43:44,Lower Owens River Project,LORP Intake Flow,53.0
2026-06-05 00:43:44,Lower Owens River Project,LORP at Mazourka Canyon Road,0.0
2026-06-05 00:43:44,Lower Owens River Project,LORP at Reinhackle Springs,58.0
2026-06-05 00:43:44,Lower Owens River Project,LORP Above Pumpstation,35.0
2026-06-05 00:43:44,Lower Owens River Project,LORP At Pump Station Discharge Flow,32.0
2026-06-05 00:43:44,Southern District,Haiwee LAA #2 Current Flow,52.8
2026-06-05 00:43:44,Southern District,Haiwee LAA #1 Current Flow,0.0
2026-06-05 00:43:44,Southern District,LAA #1 Flow at Fairmont Reservoir,417.1
2026-06-05 00:43:44,Southern District,LAA #2 Flow at Fairmont Res.,31.2
2026-06-05 00:43:44,Southern District,Bouquet Reservoir Inflow,0.0
2026-06-05 00:43:44,Southern District,Bouquet Reservoir Outflow,0.5
2026-06-05 00:43:44,Southern District,LAA #1 at Soledad Flow,218.3
2026-06-05 00:43:44,Southern District,LAA #2 at Soledad Flow,236.9
2026-06-05 00:43:45,Mono Basin,Mono Lk. Elevation,6382.5
2026-06-05 00:43:45,Mono Basin,Grant Lk. Elevation,7130.7
2026-06-05 00:43:45,Long Valley,Long Valley Elevation,6777.8
2026-06-05 00:43:45,Northern Owens Valley,Pleasant Valley Elevation,4383.1
2026-06-05 00:43:45,Southern Owens Valley,LAA at Alabama Level,8.5
2026-06-05 00:43:45,Southern Owens Valley,LAA at Alabama Water Temp,70.3
2026-06-05 00:43:45,Southern Owens Valley,LAA at Cottonwood Level,9.5
2026-06-05 00:43:45,Southern Owens Valley,LAA at Cotton. Water Temp,71.5
2026-06-05 00:43:45,Southern Owens Valley,N. Haiwee Elevation,3757.0
2026-06-05 00:43:45,Southern Owens Valley,S. Haiwee Reservoir Elevation,3730.7
